,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear
3496,Digital,OverDrive,AUDIOBOOK,2018,1,2,Mexico: A Novel (unabridged) (Unabridged),,James A. Michener,"Fiction, Historical Fiction, Literature, Thriller",Books on Tape,2015
3502,Digital,OverDrive,AUDIOBOOK,2018,1,6,The Narrow Road to the Deep North (Unabridged),,Richard Flanagan,"Fiction, Historical Fiction","Blackstone Audio, Inc.",2014
3512,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Short Stories  of Ernest Hemingway: Volume I (unabridged) (Unabridged),,Ernest Hemingway,"Fiction, Literature",Simon & Schuster - All Library,2012
3521,Digital,OverDrive,AUDIOBOOK,2018,1,6,Lost Girls: An Unsolved American Mystery (unabridged) (Unabridged),,Robert Kolker,"Nonfiction, True Crime",HarperCollins Publishers Inc.,2013
3540,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Scorpio Illusion: A Novel (unabridged) (Unabridged),,Robert Ludlum,"Fiction, Thriller",Books on Tape,2012
3550,Digital,OverDrive,AUDIOBOOK,2018,1,1,Anxiety Relief (Unabridged),,Martin L. Rossman,"Nonfiction, Religion & Spirituality","Sounds True, Inc",2010
3555,Digital,OverDrive,AUDIOBOOK,2018,1,3,Finding Faith In Difficult Times: Teachings and Meditations for Trusting the Engergy of the Divine (unabridged) (Unabridged),,Iyanla Vanzant,"Nonfiction, Religion & Spirituality","Sounds True, Inc",2006
3561,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Twister on Tuesday: Magic Tree House Series, Book 23 (unabridged) (Unabridged)",,Mary Pope Osborne,"Historical Fiction, Juvenile Fiction",Books on Tape,2017
3580,Digital,OverDrive,AUDIOBOOK,2018,1,1,Sweet Salt Air: A Novel (unabridged) (Unabridged),,Barbara Delinsky,"Fiction, Literature, Romance",Macmillan Audio,2013
3583,Digital,OverDrive,AUDIOBOOK,2018,1,1,Johannes Cabal the Detective (Unabridged),,Jonathan L. Howard,"Fiction, Humor (Fiction), Science Fiction",Books on Tape,2010
3584,Digital,OverDrive,AUDIOBOOK,2018,1,9,We Were the Lucky Ones (Unabridged),,Georgia Hunter,"Fiction, Historical Fiction, Literature",Books on Tape,2017
3587,Digital,OverDrive,AUDIOBOOK,2018,1,1,"A Little Thing Called Life: On Loving Elvis Presley, Bruce Jenner, and Songs in Between (unabridged) (Unabridged)",,Linda Thompson,"Biography & Autobiography, Nonfiction, Performing Arts",HarperCollins Publishers Inc.,2016
3588,Digital,OverDrive,AUDIOBOOK,2018,1,2,Roller Coaster (Unabridged),,Marla Frazee,"Juvenile Fiction, Juvenile Literature",Live Oak Media,2013
3595,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Speaking in Bones: Temperance Brennan Series, Book 18 (unabridged) (Unabridged)",,Kathy Reichs,"Fiction, Mystery, Suspense",Books on Tape,2015
3617,Digital,OverDrive,AUDIOBOOK,2018,1,10,"Duke of Desire: Maiden Lane Series, Book 12 (unabridged) (Unabridged)",,Elizabeth Hoyt,"Fiction, Historical Fiction, Romance","Blackstone Audio, Inc.",2017
3633,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Highlander Untamed: MacLeods of Skye Series, Book 1 (unabridged) (Unabridged)",,Monica McCarty,"Fiction, Literature","Tantor Media, Inc",2015
3637,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Culture Code: The Secrets of Highly Successful Groups (unabridged) (Unabridged),,Daniel Coyle,"Business, Nonfiction, Psychology, Self-Improvement",Books on Tape,2018
3648,Digital,OverDrive,AUDIOBOOK,2018,1,5,"First Test: Protector of the Small Series, Book 1 (unabridged) (Unabridged)",,Tamora Pierce,"Fantasy, Young Adult Fiction",Books on Tape,2007
3652,Digital,OverDrive,AUDIOBOOK,2018,1,11,"The Two Towers: The Lord of the Rings Series, Book 2 (unabridged selections) (Unabridged Selections)",,J. R. R. Tolkien,"Fantasy, Fiction",HighBridge Company,2007
3659,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Trapped: The Iron Druid Chronicles, Book 5 (unabridged) (Unabridged)",,Kevin Hearne,"Fantasy, Fiction, Thriller",Books on Tape,2012
3733,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Dead to Rights: Joanna Brady Mystery Series, Book 4 (unabridged) (Unabridged)",,J. A. Jance,"Fiction, Mystery",Books In Motion,2005
3744,Digital,OverDrive,AUDIOBOOK,2018,1,1,Mindsharing: The Art of Crowdsourcing Everything (unabridged) (Unabridged),,Lior Zoref,"Nonfiction, Self-Improvement",Gildan Media Corp,2015
3766,Digital,OverDrive,AUDIOBOOK,2018,1,1,An Italian Wife (Unabridged),,Ann Hood,"Fiction, Literature","Blackstone Audio, Inc.",2014
3772,Digital,OverDrive,AUDIOBOOK,2018,1,2,Wonderfully Made (Unabridged),,Joyce Meyer,"Juvenile Fiction, Picture Book Fiction",Zondervan,2013
3775,Digital,OverDrive,AUDIOBOOK,2018,1,4,The Weight of Night: A Novel of Suspense (unabridged) (Unabridged),,Christine Carbo,"Fiction, Mystery, Thriller","Blackstone Audio, Inc.",2017
3780,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Sleeping Dogs: Butcher's Boy Series, Book 2 (unabridged) (Unabridged)",,Thomas Perry,"Fiction, Mystery","Tantor Media, Inc",2012
3783,Digital,OverDrive,AUDIOBOOK,2018,1,1,Soundless (Unabridged),,Richelle Mead,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2015
3784,Digital,OverDrive,AUDIOBOOK,2018,1,1,Marco Polo: From Venice to Xanadu (unabridged) (Unabridged),,Laurence Bergreen,"Biography & Autobiography, Nonfiction",Books on Tape,2007
3802,Digital,OverDrive,AUDIOBOOK,2018,1,2,JFK and the Unspeakable: Why He Died and Why It Matters (unabridged) (Unabridged),,James W. Douglass,"Biography & Autobiography, History, Nonfiction, Politics","Tantor Media, Inc",2014
3805,Digital,OverDrive,AUDIOBOOK,2018,1,2,50 Ways to Soothe Yourself Without Food (Unabridged),,Susan Albers,"Health & Fitness, Nonfiction","Tantor Media, Inc",2014
3809,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Heck: Where the Bad Kids Go: The Circles of Heck Series, Book 1 (unabridged) (Unabridged)",,Dale E. Basye,"Fantasy, Humor (Fiction), Juvenile Fiction","Blackstone Audio, Inc.",2010
3827,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Dismissed With Prejudice: J. P. Beaumont Series, Book 7 (unabridged) (Unabridged)",,J. A. Jance,"Fiction, Mystery",Books In Motion,2005
3861,Digital,OverDrive,AUDIOBOOK,2018,1,6,Supernormal: The Untold Story of Adversity and Resilience (unabridged) (Unabridged),,"Meg Jay, PhD","Nonfiction, Psychology, Self-Improvement","Blackstone Audio, Inc.",2017
3877,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Suck It, Wonder Woman!: The Misadventures of a Hollywood Geek (unabridged) (Unabridged)",,Olivia Munn,"Biography & Autobiography, Humor (Nonfiction), Nonfiction, Performing Arts",Macmillan Audio,2014
3878,Digital,OverDrive,AUDIOBOOK,2018,1,1,22 Britannia Road: A Novel (unabridged) (Unabridged),,Amanda Hodgkinson,"Fiction, Literature",Books on Tape,2011
3880,Digital,OverDrive,AUDIOBOOK,2018,1,1,FDR (Unabridged),,Jean Edward Smith,"Biography & Autobiography, Nonfiction",Books on Tape,2007
3888,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Work Song: Whistling Season Series, Book 2 (unabridged) (Unabridged)",,Ivan Doig,"Fiction, Literature","Recorded Books, LLC",2016
3907,Digital,OverDrive,AUDIOBOOK,2018,1,2,What Dreams May Come (Unabridged),,Richard Matheson,"Fantasy, Fiction","Blackstone Audio, Inc.",2012
3911,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Wyrm King: Beyond the Spiderwick Chronicles, Book 3 (unabridged) (Unabridged)",,Holly Black,"Fantasy, Juvenile Fiction, Mythology",Simon & Schuster - All Library,2009
3936,Digital,OverDrive,AUDIOBOOK,2018,1,7,"Smart but Scattered: The Revolutionary ""Executive Skills"" Approach to Helping Kids Reach Their Potential (unabridged) (Unabridged)",,"Peg Dawson, Ed.D.","Family & Relationships, Nonfiction","Tantor Media, Inc",2012
3951,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Where the Wind Leads: A Refugee Family's Miraculous Story of Loss, Rescue, and Redemption (unabridged) (Unabridged)",,Dr. Vinh Chung,"Nonfiction, Religion & Spirituality",Thomas Nelson Inc.,2014
3962,Digital,OverDrive,AUDIOBOOK,2018,1,1,Second Chance Summer (Unabridged),,Jill Shalvis,"Fiction, Romance","Blackstone Audio, Inc.",2015
3964,Digital,OverDrive,AUDIOBOOK,2018,1,9,"The Mystery of the Blue Train: Hercule Poirot Series, Book 6 (unabridged) (Unabridged)",,Agatha Christie,"Fiction, Mystery",HarperCollins Publishers Inc.,2017
3967,Digital,OverDrive,AUDIOBOOK,2018,1,2,The End of Everything: A Novel (unabridged) (Unabridged),,Megan Abbott,"Fiction, Mystery, Thriller","Blackstone Audio, Inc.",2011
3969,Digital,OverDrive,AUDIOBOOK,2018,1,4,Oliver Loving: A Novel (unabridged) (Unabridged),,Stefan Merrill Block,"Fiction, Literature",Macmillan Audio,2018
3975,Digital,OverDrive,AUDIOBOOK,2018,1,3,Light in August (Unabridged),,William Faulkner,"Fiction, Literature",Books on Tape,2006
3983,Digital,OverDrive,AUDIOBOOK,2018,1,6,The Age of Cryptocurrency: How Bitcoin and Digital Money Are Challenging the Global Economic Order (unabridged) (Unabridged),,Paul Vigna,"Business, Nonfiction",Gildan Media Corp,2015
4004,Digital,OverDrive,AUDIOBOOK,2018,1,2,Landmark: The Inside Story of America's New Health Care Law and What It Means for Us All (unabridged) (Unabridged),,The Staff of the Washington Post,"Current Events, Health & Fitness, Nonfiction","Blackstone Audio, Inc.",2010
4005,Digital,OverDrive,AUDIOBOOK,2018,1,19,American War: A Novel (unabridged) (Unabridged),,Omar El Akkad,"Fantasy, Fiction, Literature",Books on Tape,2017
4006,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Poppet: Jack Caffery Series, Book 6 (unabridged) (Unabridged)",,Mo Hayder,"Fiction, Mystery, Suspense, Thriller","Dreamscape Media, LLC",2013
4015,Digital,OverDrive,AUDIOBOOK,2018,1,1,Spanish on the Move for Kids: Lively Songs and Games for Busy Kids (unabridged) (Unabridged),,Catherine Bruzzone,"Foreign Language Study, Foreign Language Study - Spanish, Juvenile Nonfiction",McGraw-Hill Professional,2005
4021,Digital,OverDrive,AUDIOBOOK,2018,1,2,Frost Line (Unabridged),,Linda Howard,"Fantasy, Fiction, Romance, Suspense",HarperCollins Publishers Inc.,2016
4025,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Island in the Sea of Time: Emberverse: Island in the Sea of Time Series, Book 1 (unabridged) (Unabridged)",,S. M. Stirling,"Fiction, Historical Fiction, Science Fiction","Tantor Media, Inc",2009
4033,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Amazing Mexican Secret: Flat Stanley's Worldwide Adventures Series, Book 5 (unabridged) (Unabridged)",,Jeff Brown,"Humor (Fiction), Juvenile Fiction",HarperCollins Publishers Inc.,2014
4039,Digital,OverDrive,AUDIOBOOK,2018,1,1,Lum: A Novel (unabridged) (Unabridged),,Libby Ware,"Fiction, Historical Fiction","Big Happy Family, LLC",2016
4050,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Empty Land (Unabridged),,Louis L'Amour,"Fiction, Western",Books on Tape,2013
4085,Digital,OverDrive,AUDIOBOOK,2018,1,3,Orthodoxy (Unabridged),,G. K. Chesterton,"Nonfiction, Religion & Spirituality","Blackstone Audio, Inc.",2009
4091,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Children of Dune: Dune Series, Book 3 (unabridged) (Unabridged)",,Frank Herbert,"Fiction, Science Fiction",Macmillan Audio,2013
4093,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Runemarks: Runemarks Series, Book 1 (unabridged) (Unabridged)",,Joanne Harris,"Mythology, Young Adult Fiction",Books on Tape,2008
4103,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Heavenly Table: A Novel (unabridged) (Unabridged),,Donald Ray Pollock,"Fiction, Literature, Suspense, Thriller",Books on Tape,2016
4104,Digital,OverDrive,AUDIOBOOK,2018,1,3,Her Fearful Symmetry (Unabridged),,Audrey Niffenegger,"Fiction, Horror","Recorded Books, LLC",2017
4106,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Sum of All Kisses (Unabridged),,Julia Quinn,"Fiction, Historical Fiction, Romance",HarperCollins Publishers Inc.,2013
4109,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Callander Square: Thomas Pitt Series, Book 2 (unabridged) (Unabridged)",,Anne Perry,"Fiction, Mystery","Recorded Books, LLC",2017
4136,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Velveteen Rabbit (Unabridged),,Meryl Streep,"Juvenile Fiction, Juvenile Literature",Books on Tape,2007
4150,Digital,OverDrive,AUDIOBOOK,2018,1,2,Secretly Smitten (Unabridged),,Colleen Coble,"Christian Fiction, Fiction, Romance","Oasis Audio, LLC",2013
4152,Digital,OverDrive,AUDIOBOOK,2018,1,2,Maximize Your Potential Through The Power Of Your Subconscious Mind For An Enriched Life (Unabridged),,Dr. Joseph Murphy,"Nonfiction, Self-Improvement",Gildan Media Corp,2012
4155,Digital,OverDrive,AUDIOBOOK,2018,1,10,"Behind the Beautiful Forevers: Life, death, and hope in a Mumbai undercity (unabridged) (Unabridged)",,Katherine Boo,"History, Nonfiction, Sociology",Books on Tape,2012
4165,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Murder on the Home Front: A True Story of Morgues, Murderers, and Mysteries During the London Blitz (unabridged) (Unabridged)",,Molly Lefebure,"Biography & Autobiography, Nonfiction","Blackstone Audio, Inc.",2014
4166,Digital,OverDrive,AUDIOBOOK,2018,1,1,Daniel Deronda (Unabridged),,George Eliot,"Drama, Fiction",Random House Group Limited,2009
4170,Digital,OverDrive,AUDIOBOOK,2018,1,1,Flappers and Philosophers (Unabridged),,F. Scott Fitzgerald,"Classic Literature, Fiction","Blackstone Audio, Inc.",2008
4197,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Eternal: Shadow Falls: After Dark Series, Book 2 (unabridged) (Unabridged)",,C. C. Hunter,"Fantasy, Romance, Thriller, Young Adult Fiction",Macmillan Audio,2014
4215,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Beggar King and the Secret of Happiness: A True Story (unabridged) (Unabridged),,Joel ben Izzy,"Biography & Autobiography, Nonfiction, Self-Improvement",HighBridge Company,2013
4224,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Winter Queen: Erast Fandorin Series, Book 1 (unabridged) (Unabridged)",,Boris Akunin,"Fiction, Historical Fiction, Mystery, Suspense",Books on Tape,2013
4225,Digital,OverDrive,AUDIOBOOK,2018,1,1,Where Did You Sleep Last Night?: A Personal History (unabridged) (Unabridged),,Danzy Senna,"Biography & Autobiography, Nonfiction","Blackstone Audio, Inc.",2009
4232,Digital,OverDrive,AUDIOBOOK,2018,1,2,Che Guevara: A Revolutionary Life (unabridged) (Unabridged),,Jon Lee Anderson,"Biography & Autobiography, Nonfiction","Blackstone Audio, Inc.",2009
4233,Digital,OverDrive,AUDIOBOOK,2018,1,6,The Robber Bride (Unabridged),,Margaret Atwood,"Fiction, Literature",Books on Tape,2011
4240,Digital,OverDrive,AUDIOBOOK,2018,1,6,The Saboteur: A Novel (unabridged) (Unabridged),,Andrew Gross,"Fiction, Historical Fiction, Literature, Thriller",Macmillan Audio,2017
4243,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Takedown Twenty: Stephanie Plum Series, Book 20 (unabridged) (Unabridged)",,Janet Evanovich,"Fiction, Humor (Fiction), Mystery",Books on Tape,2013
4249,Digital,OverDrive,AUDIOBOOK,2018,1,4,Needful Things (Unabridged),,Stephen King,"Fiction, Horror",HighBridge Company,2008
4265,Digital,OverDrive,AUDIOBOOK,2018,1,2,True to the Game I (Unabridged),,Teri Woods,"African American Fiction, Fiction, Thriller, Urban Fiction","Blackstone Audio, Inc.",2012
4271,Digital,OverDrive,AUDIOBOOK,2018,1,8,The Birdwatcher (Unabridged),,William Shaw,"Fiction, Mystery",Hachette Audio,2017
4273,Digital,OverDrive,AUDIOBOOK,2018,1,1,Veil of Night: A Novel (unabridged) (Unabridged),,Linda Howard,"Fiction, Romance, Suspense",Books on Tape,2010
4278,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Lover Unbound: Black Dagger Brotherhood Series, Book 5 (unabridged) (Unabridged)",,J. R. Ward,"Fantasy, Fiction, Romance","Recorded Books, LLC",2016
4286,Digital,OverDrive,AUDIOBOOK,2018,1,1,What This Story Needs Is a Pig in a Wig (Unabridged),,Emma J. Virjan,"Beginning Reader, Humor (Fiction), Juvenile Fiction",HarperCollins Publishers Inc.,2015
4288,Digital,OverDrive,AUDIOBOOK,2018,1,1,Sunday Kind of Love (Unabridged),,Dorothy Garlock,"Fiction, Historical Fiction, Romance","Blackstone Audio, Inc.",2016
4298,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Secrets of an Accidental Duchess: Donovan Series, Book 2 (unabridged) (Unabridged)",,Jennifer Haymore,"Fiction, Romance","Tantor Media, Inc",2012
4308,Digital,OverDrive,AUDIOBOOK,2018,1,2,Protection Workshop (Unabridged),,Cassandra Eason,"Nonfiction, Religion & Spirituality, Self Help, Self-Improvement","Blackstone Audio, Inc.",2013
4326,Digital,OverDrive,AUDIOBOOK,2018,1,5,The Arrangements (Unabridged),,Chimamanda Ngozi Adichie,"Fiction, Literature",Books on Tape,2016
4327,Digital,OverDrive,AUDIOBOOK,2018,1,1,Pax Britannica: The Climax of Empire (Unabridged),,Jan Morris,"History, Nonfiction","Naxos of America, Inc.",2012
4366,Digital,OverDrive,AUDIOBOOK,2018,1,1,Why People Don't Heal: And How They Can (unabridged) (Unabridged),,Caroline Myss,"Health & Fitness, Nonfiction","Sounds True, Inc",2013
4374,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Story of English in 100 Words (Unabridged),,David Crystal,"Language Arts, Nonfiction","Blackstone Audio, Inc.",2012
4414,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Freak the Mighty: Max the Mighty Series, Book 1 (unabridged) (Unabridged)",,Rodman Philbrick,"Juvenile Fiction, Juvenile Literature",Books on Tape,2011
4417,Digital,OverDrive,AUDIOBOOK,2018,1,1,Bone by Bone (Unabridged),,Carol O'Connell,"Fiction, Mystery, Thriller","Listen & Live Audio, Inc.",2012
4422,Digital,OverDrive,AUDIOBOOK,2018,1,2,Gai-Jin (Unabridged),,James Clavell,"Fiction, Literature",Books on Tape,2007
4432,Digital,OverDrive,AUDIOBOOK,2018,1,2,I Am The Word: A Guide to the Consciousness of Man's Self in a Transitioning Time (unabridged) (Unabridged),,Paul Selig,"Nonfiction, Self-Improvement",Gildan Media Corp,2014
4438,Digital,OverDrive,AUDIOBOOK,2018,1,5,Stuart Little (Unabridged),,E. B. White,"Juvenile Fiction, Juvenile Literature",Books on Tape,2007
4442,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Overture To Death: Roderick Alleyn Series, Book 8 (unabridged) (Unabridged)",,Ngaio Marsh,"Fiction, Mystery, Suspense","Blackstone Audio, Inc.",2008
4454,Digital,OverDrive,AUDIOBOOK,2018,1,9,"Legend: Legend Series, Book 1 (unabridged) (Unabridged)",,Marie Lu,"Science Fiction, Thriller, Young Adult Fiction",Books on Tape,2011
4474,Digital,OverDrive,AUDIOBOOK,2018,1,3,"The Three Lives of James Madison: Genius, Partisan, President (unabridged) (Unabridged)",,Noah Feldman,"Biography & Autobiography, History, Law, Nonfiction",Books on Tape,2017
4479,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Terror of the Southlands: The Very Nearly Honorable League of Pirates Series, Book 2 (unabridged) (Unabridged)",,Caroline Carlson,"Fantasy, Humor (Fiction), Juvenile Fiction",HarperCollins Publishers Inc.,2014
4483,Digital,OverDrive,AUDIOBOOK,2018,1,2,Meditations for Peace of Mind: Relax and Appreciate Your Uniqueness (unabridged) (Unabridged),,"Bernie S. Siegel, M.D.","Nonfiction, Self-Improvement",Hay House,2007
4498,Digital,OverDrive,AUDIOBOOK,2018,1,7,The Hobbit (Abridged),,J. R. R. Tolkien,"Fantasy, Juvenile Fiction",Random House Group Limited,2015
4515,Digital,OverDrive,AUDIOBOOK,2018,1,2,Will I Ever Be Free of You?: How to Navigate a High-Conflict Divorce from a Narcissist and Heal Your Family (unabridged) (Unabridged),,"Karyl McBride, PhD","Family & Relationships, Nonfiction, Psychology","Blackstone Audio, Inc.",2015
4516,Digital,OverDrive,AUDIOBOOK,2018,1,5,"The Wine-Dark Sea: Aubrey / Maturin Series, Book 16 (unabridged) (Unabridged)",,Patrick O'Brian,"Fiction, Historical Fiction","Blackstone Audio, Inc.",2008
4533,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Immortal Who Loved Me: The Argeneau Family Series, Book 21 (unabridged) (Unabridged)",,Lynsay Sands,"Fantasy, Fiction, Romance",HarperCollins Publishers Inc.,2015
4540,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Blackout: Newsflesh Series, Book 3 (unabridged) (Unabridged)",,Mira Grant,"Fiction, Science Fiction",Hachette Audio,2017
4554,Digital,OverDrive,AUDIOBOOK,2018,1,2,"That Hideous Strength: Cosmic Trilogy, Book 3 (unabridged) (Unabridged)",,C. S. Lewis,"Fantasy, Fiction, Science Fiction","Blackstone Audio, Inc.",2011
4558,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Portrait of a Monster: Joran van der Sloot, a Murder in Peru, and the Natalee Holloway Mystery (unabridged) (Unabridged)",,Lisa Pulitzer,"Nonfiction, True Crime","Dreamscape Media, LLC",2011
4567,Digital,OverDrive,AUDIOBOOK,2018,1,2,Who Killed These Girls?: Cold Case: The Yogurt Shop Murders (unabridged) (Unabridged),,Beverly Lowry,"History, Nonfiction, Sociology, True Crime",Books on Tape,2016
4572,Digital,OverDrive,AUDIOBOOK,2018,1,8,"The Voyage of the Dawn Treader: The Chronicles of Narnia, Book 5 (unabridged) (Unabridged)",,C. S. Lewis,"Fantasy, Juvenile Fiction",HarperCollins Publishers Inc.,2005
4579,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Riven Kingdom: Godspeaker Trilogy, Book 2 (unabridged) (Unabridged)",,Karen Miller,"Fantasy, Fiction","Tantor Media, Inc",2013
4583,Digital,OverDrive,AUDIOBOOK,2018,1,1,Celebrate America,,Twin Sisters Productions,"Juvenile Nonfiction, Music","Twin Sisters Productions, LLC",2005
4585,Digital,OverDrive,AUDIOBOOK,2018,1,14,Murder Games (Unabridged),,James Patterson,"Fiction, Thriller","Blackstone Audio, Inc.",2017
4590,Digital,OverDrive,AUDIOBOOK,2018,1,3,"The Bughouse: The Poetry, Politics, and Madness of Ezra Pound (unabridged) (Unabridged)",,Daniel Swift,"Biography & Autobiography, History, Nonfiction","Tantor Media, Inc",2018
4591,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Hunted: House of Night Series, Book 5 (unabridged) (Unabridged)",,P. C. Cast,"Fantasy, Young Adult Fiction, Young Adult Literature",Macmillan Audio,2009
4605,Digital,OverDrive,AUDIOBOOK,2018,1,1,VocabuLearn® Italian Complete (Unabridged),,"Penton Overseas, Inc.","Foreign Language Study, Foreign Language Study - Italian, Nonfiction","Penton Overseas, Inc.",2006
4613,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever (unabridged) (Unabridged)",,Pierre Dukan,"Health & Fitness, Nonfiction",Books on Tape,2011
4615,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Ask the Cards a Question: Sharon McCone Mystery Series, Book 2 (unabridged) (Unabridged)",,Marcia Muller,"Fiction, Mystery","Blackstone Audio, Inc.",2011
4618,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Queen of Katwe: Story of Life, Chess, and One Extraordinary Girl's Dream of Becoming a Grandmaster (unabridged) (Unabridged)",,Tim Crothers,"Biography & Autobiography, Nonfiction","Recorded Books, LLC",2016
4619,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Princess in Black Series, Books 1-3: The Princess in Black; The Princess in Black and the Perfect Princess Party; The Princess in Black and the Hungry Bunny Horde (unabridged) (Unabridged)",,Shannon Hale,"Juvenile Fiction, Juvenile Literature",Books on Tape,2016
4625,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The True Meaning of Smekday: Smek Series, Book 1 (unabridged) (Unabridged)",,Adam Rex,"Humor (Fiction), Juvenile Fiction, Science Fiction",Books on Tape,2010
4642,Digital,OverDrive,AUDIOBOOK,2018,1,5,"A More Perfect Union: J. P. Beaumont Series, Book 6 (unabridged) (Unabridged)",,J. A. Jance,"Fiction, Mystery",Books In Motion,2008
4648,Digital,OverDrive,AUDIOBOOK,2018,1,6,"Titan: The Life of John D. Rockefeller, Sr. (unabridged) (Unabridged)",,Ron Chernow,"Biography & Autobiography, Business, History, Nonfiction","Blackstone Audio, Inc.",2013
4653,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Time Machine (Unabridged),,H. G. Wells,"Classic Literature, Fiction","Phoenix Books, Inc.",2008
4679,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Hanging in the Hotel: Fethering Mystery Series, Book 5 (unabridged) (Unabridged)",,Simon Brett,"Fiction, Mystery","Blackstone Audio, Inc.",2008
4687,Digital,OverDrive,AUDIOBOOK,2018,1,8,The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns (unabridged) (Unabridged),,John C. Bogle,"Business, Nonfiction",Macmillan Audio,2008
4713,Digital,OverDrive,AUDIOBOOK,2018,1,1,Tales from the Tardis: Volume 2 (unabridged) (Unabridged),,BBC Audiobooks,"Fiction, Science Fiction",Random House Group Limited,2010
4714,Digital,OverDrive,AUDIOBOOK,2018,1,7,Savage Country: A Novel (unabridged) (Unabridged),,Robert Olmstead,"Fiction, Historical Fiction, Western",HighBridge Company,2017
4720,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Tale of Peter Rabbit (Unabridged),,Beatrix Potter,"Classic Literature, Fantasy, Juvenile Fiction",Interactive Media,2013
4740,Digital,OverDrive,AUDIOBOOK,2018,1,1,"At the Earth's Core: Pellucidar Series, Book 1 (unabridged) (Unabridged)",,Edgar Rice Burroughs,"Classic Literature, Fantasy, Fiction, Science Fiction","Tantor Media, Inc",2009
4765,Digital,OverDrive,AUDIOBOOK,2018,1,6,"Dark Saturday: Frieda Klein Series, Book 6 (unabridged) (Unabridged)",,Nicci French,"Fiction, Mystery, Thriller",HarperCollins Publishers Inc.,2017
4769,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Railwayman's Wife: A Novel (unabridged) (Unabridged),,Ashley Hay,"Fiction, Historical Fiction, Literature",Simon & Schuster - All Library,2016
4770,Digital,OverDrive,AUDIOBOOK,2018,1,14,"Haunted: Michael Bennett Series, Book 10 (unabridged) (Unabridged)",,James Patterson,"Fiction, Thriller","Blackstone Audio, Inc.",2017
4773,Digital,OverDrive,AUDIOBOOK,2018,1,24,Rules of Civility: A Novel (unabridged) (Unabridged),,Amor Towles,"Fiction, Literature",Books on Tape,2017
4778,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Terminal Freeze: Jeremy Logan Series, Book 2 (unabridged) (Unabridged)",,Lincoln Child,"Fiction, Thriller",Books on Tape,2009
