,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear
1322,Digital,OverDrive,EBOOK,2018,1,1,The Prize: Who's in Charge of America's Schools?,,Dale Russakoff,"Education, Nonfiction",Houghton Mifflin Harcourt Trade and Reference,2015
1326,Digital,OverDrive,AUDIOBOOK,2018,1,4,Learn in Your Car Japanese Level One (Unabridged),,Henry N. Raymond,"Foreign Language Study, Foreign Language Study - Japanese, Nonfiction","Penton Overseas, Inc.",2006
1328,Digital,Hoopla,COMIC,2018,1,1,Munchkin Vol. 4,,,"Children's, Fantasy, Humorous, Media Tie-In",BOOM! Studios,
1330,Digital,OverDrive,EBOOK,2018,1,2,"John Doe: Jane Rizzoli & Maura Isles Series, Book 9.5",,Tess Gerritsen,"Fiction, Mystery, Thriller","Random House, Inc.",2014
1332,Digital,OverDrive,AUDIOBOOK,2018,1,4,"The Raven King: Raven Cycle, Book 4 (unabridged) (Unabridged)",,Maggie Stiefvater,"Fantasy, Young Adult Fiction",Scholastic Inc. Audiobooks,2016
1333,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Thoroughly Modern Collection (Unabridged),,Angela Huth,"Fiction, Short Stories",CSA Word,2009
1334,Digital,OverDrive,AUDIOBOOK,2018,1,3,Kathy Griffin's Celebrity Run-Ins: My A-Z Index (unabridged) (Unabridged),,Kathy Griffin,"Biography & Autobiography, Humor (Nonfiction), Nonfiction, Performing Arts",Macmillan Audio,2016
1341,Digital,OverDrive,EBOOK,2018,1,2,"I Spy Fly Guy!: Fly Guy Series, Book 7",,Tedd Arnold,"Beginning Reader, Humor (Fiction), Juvenile Fiction, Picture Book Fiction","Scholastic, Inc. (US)",2015
1357,Digital,OverDrive,EBOOK,2018,1,6,Mindless Eating: Why We Eat More Than We Think,,"Brian Wansink, PhD","Health & Fitness, Nonfiction, Sociology","Random House, Inc.",2013
1359,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Behemoth: Leviathan Series, Book 2 (unabridged) (Unabridged)",,Scott Westerfeld,"Historical Fiction, Science Fiction, Young Adult Fiction",Simon & Schuster - All Library,2014
1360,Digital,OverDrive,EBOOK,2018,1,5,"Intrigues: Valdemar: The Collegium Chronicles, Book 2",,Mercedes Lackey,"Fantasy, Fiction","Penguin Group (USA), Inc.",2010
1367,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Eye of God: Sigma Force Series, Book 9 (unabridged) (Unabridged)",,James Rollins,"Fiction, Thriller",HarperCollins Publishers Inc.,2013
1369,Digital,OverDrive,EBOOK,2018,1,1,The Lion's Gate: On the Front Lines of the Six Day War,,Steven Pressfield,"History, Military, Nonfiction","Penguin Group (USA), Inc.",2014
1370,Digital,Freegal,SONG,2018,1,1,Elevation,,Jackiem Joyner,,,
1374,Digital,OverDrive,EBOOK,2018,1,6,Advice Not Given: A Guide to Getting Over Yourself,,"Mark Epstein, M.D.","Biography & Autobiography, Nonfiction, Psychology, Religion & Spirituality","Penguin Group (USA), Inc.",2018
1375,Digital,OverDrive,EBOOK,2018,1,2,My Life with the Chimpanzees,,Jane Goodall,"Biography & Autobiography, Juvenile Nonfiction, Nature","ibooks, Inc.",2005
1376,Digital,OverDrive,EBOOK,2018,1,1,The Anatomy of Curiosity,,Brenna Yovanoff,"Young Adult Fiction, Young Adult Literature",Lerner Publishing Group,2015
1378,Digital,OverDrive,AUDIOBOOK,2018,1,4,"There Goes the Bride: Agatha Raisin Mystery Series, Book 20 (unabridged) (Unabridged)",,M. C. Beaton,"Fiction, Mystery","Blackstone Audio, Inc.",2009
1381,Digital,OverDrive,EBOOK,2018,1,2,"Jungleland: A Mysterious Lost City, a WWII Spy, and a True Story of Deadly Adventure",,Christopher S. Stewart,"History, Nonfiction, Travel",HarperCollins Publishers Inc.,2013
1382,Digital,OverDrive,EBOOK,2018,1,2,Death and Mr. Pickwick: A Novel,,Stephen Jarvis,"Fiction, Historical Fiction, Literature",Macmillan Publishers,2015
1389,Digital,OverDrive,AUDIOBOOK,2018,1,2,Dry: A Memoir (unabridged) (Unabridged),,Augusten Burroughs,"Biography & Autobiography, Nonfiction, Self-Improvement",Macmillan Audio,2007
1392,Digital,OverDrive,EBOOK,2018,1,1,My World: A Book of First Words,,Frann Preston-Gannon,"Juvenile Fiction, Juvenile Literature, Picture Book Fiction",Macmillan Publishers,2017
1393,Digital,Freegal,SONG,2018,1,1,Counting the Days (Youth Banda Remix),,"Youth Banda,Sam Roberts Band",,,
1395,Digital,OverDrive,AUDIOBOOK,2018,1,3,"The Daybreakers: The Sacketts Series, Book 6 (unabridged) (Unabridged)",,Louis L'Amour,"Fiction, Historical Fiction, Thriller, Western",Books on Tape,2013
1398,Digital,Freegal,SONG,2018,1,1,Oneness To Deceive,,Markus Reuter,,,
1405,Digital,OverDrive,AUDIOBOOK,2018,1,9,The Art of Living: Peace and Freedom in the Here and Now (unabridged) (Unabridged),,Thich Nhat Hanh,"Nonfiction, Philosophy, Religion & Spirituality",HarperCollins Publishers Inc.,2017
1407,Digital,Freegal,SONG,2018,1,1,Polkas On 45,,"""Weird Al"" Yankovic",,,
1409,Digital,OverDrive,EBOOK,2018,1,1,The End of Eve: A Memoir,,Ariel,"Biography & Autobiography, Nonfiction",Lightning Source Inc,2014
1411,Digital,OverDrive,EBOOK,2018,1,6,"The 6th Target: Women's Murder Club Series, Book 6",,James Patterson,"Fiction, Thriller","Hachette Digital, Inc.",2007
1413,Digital,OverDrive,AUDIOBOOK,2018,1,5,Jack of Spades (Unabridged),,Joyce Carol Oates,"Fiction, Thriller",HighBridge Company,2017
1416,Digital,OverDrive,EBOOK,2018,1,1,Another Summer,,Georgia Bockoven,"Fiction, Literature",HarperCollins Publishers Inc.,2017
1417,Digital,OverDrive,AUDIOBOOK,2018,1,1,"13 Bullets: A Vampire Tale: Laura Caxton Series, Book 1 (unabridged) (Unabridged)",,David Wellington,"Fantasy, Fiction","Blackstone Audio, Inc.",2010
1419,Digital,OverDrive,AUDIOBOOK,2018,1,2,Learn in Your Car Russian Level One (Unabridged),,Henry N. Raymond,"Foreign Language Study, Foreign Language Study - Russian, Nonfiction","Penton Overseas, Inc.",2006
1420,Digital,OverDrive,EBOOK,2018,1,1,"The Case of the Missing Moonstone: Wollstonecraft Detective Agency Series, Book 1",,Jordan Stratford,"Historical Fiction, Humor (Fiction), Juvenile Fiction, Mystery","Random House, Inc.",2015
1423,Digital,Freegal,SONG,2018,1,1,Your Love,,William Murphy,,,
1425,Digital,OverDrive,EBOOK,2018,1,1,The Berenstain Bears and the Ghost of the Forest,,Stan Berenstain,"Juvenile Fiction, Picture Book Fiction","Random House, Inc.",2012
1426,Digital,Freegal,SONG,2018,1,1,Death by Misadventure,,Ted Nugent,,,
1427,Digital,OverDrive,EBOOK,2018,1,1,"The Reiki Manual: A Training Guide for Reiki Students, Practitioners, and Masters",,Penelope Quest,"Health & Fitness, Nonfiction","Penguin Group (USA), Inc.",2013
1430,Digital,Hoopla,MOVIE,2018,1,3,Sweet Bean,,,World,Kino Lorber,
1434,Digital,OverDrive,EBOOK,2018,1,1,"Duck the Halls: Meg Langslow Mystery Series, Book 16",,Donna Andrews,"Fiction, Humor (Fiction), Mystery",Macmillan Publishers,2014
1438,Digital,OverDrive,EBOOK,2018,1,3,"The Staff of Serapis: Percy Jackson & The Kane Chronicles Crossover Series, Book 2",,Rick Riordan,"Fantasy, Mythology, Short Stories, Young Adult Fiction",Disney Digital Books,2016
1445,Digital,OverDrive,EBOOK,2018,1,1,Something to Hide: A Novel,,Deborah Moggach,"Fiction, Literature",HarperCollins Publishers Inc.,2016
1448,Digital,OverDrive,EBOOK,2018,1,2,The Last Holiday Concert,,Andrew Clements,"Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.",2014
1449,Digital,OverDrive,EBOOK,2018,1,1,Tour: Smart: And Break the Band,,Martin Atkins,"Entertainment, Music, Nonfiction",Independent Publishers Group,2009
1452,Digital,Freegal,SONG,2018,1,1,Dear Sobriety,,Pistol Annies,,,
1455,Digital,OverDrive,AUDIOBOOK,2018,1,4,Ghostwritten (Unabridged),,David Mitchell,"Fiction, Science Fiction","Recorded Books, LLC",2017
1457,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Journeys Home: Inspiring Stories, plus Tips and Strategies to Find Your Family History (unabridged) (Unabridged)",,Andrew McCarthy,"Biography & Autobiography, Nonfiction, Travel","Blackstone Audio, Inc.",2015
1460,Digital,Hoopla,TELEVISION,2018,1,1,Invasion,,,Mystery,Acorn,
1462,Digital,Hoopla,TELEVISION,2018,1,1,The Murdoch Sting,,,"Crime, Mystery",Acorn,
1464,Digital,OverDrive,EBOOK,2018,1,1,"Roll Over and Play Dead: Claire Malloy Mystery Series, Book 6",,Joan Hess,"Fiction, Mystery",Macmillan Publishers,2013
1466,Digital,OverDrive,AUDIOBOOK,2018,1,4,"The Last Colony: Old Man's War Series, Book 3 (unabridged) (Unabridged)",,John Scalzi,"Fiction, Science Fiction",Macmillan Audio,2013
1468,Digital,OverDrive,EBOOK,2018,1,1,National Geographic Readers: George Washington,,Caroline Crosson Gilpin,"Beginning Reader, Biography & Autobiography, Juvenile Nonfiction","Random House, Inc.",2015
1469,Digital,Freegal,SONG,2018,1,1,You Are the One,,Nathaniel Mayer,,,
1476,Digital,OverDrive,EBOOK,2018,1,1,Volcanoes!: Mountains of Fire,,Eric Arnold,"Beginning Reader, Juvenile Nonfiction, Nature, Science","Random House, Inc.",2013
1482,Digital,OverDrive,EBOOK,2018,1,2,"Three at Wolfe's Door: Nero Wolfe Series, Book 34",,Rex Stout,"Fiction, Mystery, Suspense, Thriller","Random House, Inc.",2012
1483,Digital,OverDrive,EBOOK,2018,1,2,"A Month of Summer: Blue Sky Hills Series, Book 1",,Lisa Wingate,"Fiction, Literature","Penguin Group (USA), Inc.",2011
1484,Digital,OverDrive,EBOOK,2018,1,1,"The Planet of Libris: The Little Prince Series, Book 11",,Agnès Bidaud,"Comic and Graphic Books, Fantasy, Juvenile Fiction",Lerner Publishing Group,2013
1485,Digital,OverDrive,EBOOK,2018,1,2,"Pale Demon: The Hollows Series, Book 9",,Kim Harrison,"Fantasy, Fiction",HarperCollins Publishers Inc.,2011
1486,Digital,OverDrive,EBOOK,2018,1,4,"Going Clear: Scientology, Hollywood, and the Prison of Belief",,Lawrence Wright,"Nonfiction, Religion & Spirituality, Sociology","Random House, Inc.",2013
1494,Digital,OverDrive,AUDIOBOOK,2018,1,43,Before We Were Yours: A Novel (unabridged) (Unabridged),,Lisa Wingate,"Fiction, Historical Fiction, Literature",Books on Tape,2017
1495,Digital,OverDrive,AUDIOBOOK,2018,1,4,"God, Faith, and Reason (Unabridged)",,Michael Savage,"Nonfiction, Politics, Religion & Spirituality","Blackstone Audio, Inc.",2017
1496,Digital,Freegal,SONG,2018,1,1,Lakme: Flower Duet,,Richard Kapp,,,
1498,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Rabbit Ears Storybook Classics, Volume 5: Emperor's New Clothes, Jack and the Beanstalk (unabridged) (Unabridged)",,Rabbit Ears,Juvenile Fiction,Books on Tape,2007
1504,Digital,OverDrive,EBOOK,2018,1,2,It Happened One Season,,STEPHANIE LAURENS,"Fiction, Historical Fiction, Romance",HarperCollins Publishers Inc.,2011
1508,Digital,OverDrive,EBOOK,2018,1,1,Steal the Menu: A Memoir of Forty Years in Food,,Raymond Sokolov,"Biography & Autobiography, Cooking & Food, Essays, Nonfiction","Random House, Inc.",2013
1509,Digital,Freegal,SONG,2018,1,1,My Everything,,Next,,,
1516,Digital,OverDrive,AUDIOBOOK,2018,1,2,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior (unabridged) (Unabridged),,Temple Grandin,"Nonfiction, Science","Tantor Media, Inc",2009
1517,Digital,OverDrive,EBOOK,2018,1,1,The Conscious Cook: Delicious Meatless Recipes That Will Change the Way You Eat,,Tal Ronnen,"Cooking & Food, Nonfiction",HarperCollins Publishers Inc.,2015
1519,Digital,OverDrive,AUDIOBOOK,2018,1,4,"The Last Ever After: The School for Good and Evil Series, Book 3 (unabridged) (Unabridged)",,Soman Chainani,"Fantasy, Juvenile Fiction",HarperCollins Publishers Inc.,2015
1528,Digital,Freegal,SONG,2018,1,1,If You Could See Me Now,,The Script,,,
1530,Digital,OverDrive,EBOOK,2018,1,2,"Chasing Darkness: Elvis Cole Series, Book 11",,Robert Crais,"Fiction, Mystery, Thriller","Simon & Schuster, Inc.",2014
1531,Digital,OverDrive,EBOOK,2018,1,1,Wedded in Scandal,,Jade Lee,"Fiction, Historical Fiction, Romance","Penguin Group (USA), Inc.",2013
1532,Digital,Freegal,SONG,2018,1,2,One More Minute,,"""Weird Al"" Yankovic",,,
1533,Digital,Freegal,SONG,2018,1,1,Beautiful Delilah,,The Kinks,,,
1535,Digital,OverDrive,EBOOK,2018,1,3,American Drifter: A Thriller,,Heather Graham,"Fiction, Romance, Suspense, Thriller",Macmillan Publishers,2017
1537,Digital,OverDrive,AUDIOBOOK,2018,1,3,Oh Crap! Potty Training: Everything Modern Parents Need to Know to Do It Once and Do It Right (unabridged) (Unabridged),,Jamie Glowacki,"Family & Relationships, Nonfiction","Tantor Media, Inc",2015
1541,Digital,OverDrive,AUDIOBOOK,2018,1,2,Broadchurch: A Novel (unabridged) (Unabridged),,Erin Kelly,"Fiction, Literature, Mystery",Macmillan Audio,2014
1543,Digital,OverDrive,EBOOK,2018,1,1,If I Had a Hammer: More Than 100 Easy Fixes and Weekend Projects,,Andrea Ridout,"Home Design & Décor, Nonfiction",HarperCollins Publishers Inc.,2008
1545,Digital,Freegal,SONG,2018,1,1,Ocean Legs,,OWEL,,,
1547,Digital,Freegal,SONG,2018,1,1,Any Other Way (Live),,Various Artists,,,
1548,Digital,Freegal,SONG,2018,1,1,Evergreen,,Matthew Sweet,,,
1550,Digital,OverDrive,AUDIOBOOK,2018,1,4,"The Ringworld Throne: Ringworld Series, Book 3 (unabridged) (Unabridged)",,Larry Niven,"Fiction, Science Fiction","Blackstone Audio, Inc.",2012
1551,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Football Champ: Football Genius Series, Book 3 (unabridged) (Unabridged)",,Tim Green,"Juvenile Fiction, Juvenile Literature",Full Cast Audio,2010
1552,Digital,OverDrive,EBOOK,2018,1,1,Superman Versus Bizarro: I Can Read Level 2,,Chris Strathearn,"Beginning Reader, Comic and Graphic Books, Juvenile Fiction",HarperCollins Publishers Inc.,2015
1557,Digital,Freegal,SONG,2018,1,1,Invisible,,Joe Satriani,,,
1558,Digital,OverDrive,EBOOK,2018,1,2,I Like You: Hospitality Under the Influence,,Amy Sedaris,"Cooking & Food, Crafts, Humor (Nonfiction), Nonfiction","Hachette Digital, Inc.",2009
1561,Digital,Freegal,SONG,2018,1,1,The Monostat Seven,,Habitual Sex Offenders,,,
1563,Digital,OverDrive,EBOOK,2018,1,3,Some Rain Must Fall: and other stories,,Michel Faber,"Fiction, Literature, Short Stories",Canongate Books,2011
1570,Digital,Freegal,SONG,2018,1,1,Amanitas,,Les Claypool,,,
1577,Digital,Freegal,SONG,2018,1,4,Lies of Summer,,Aimee Mann,,,
1582,Digital,OverDrive,EBOOK,2018,1,4,"Middle School, the Worst Years of My Life: Middle School Series, Book 1",,James Patterson,"Comic and Graphic Books, Humor (Fiction), Juvenile Fiction","Hachette Digital, Inc.",2013
1583,Digital,OverDrive,EBOOK,2018,1,2,The New Better Off: Reinventing the American Dream,,Courtney E. Martin,"Business, Careers, Nonfiction, Sociology","Hachette Digital, Inc.",2016
1585,Digital,OverDrive,EBOOK,2018,1,3,"Shelter Me: Second Chance Ranch Series, Book 1",,CATHERINE MANN,"Fiction, Literature, Romance","Penguin Group (USA), Inc.",2014
1586,Digital,Freegal,SONG,2018,1,1,Lotus Eater,,Foster The People,,,
1589,Digital,OverDrive,AUDIOBOOK,2018,1,4,The Good Father (Unabridged),,Noah Hawley,"Fiction, Literature",Books on Tape,2012
1592,Digital,OverDrive,EBOOK,2018,1,2,Queen of Spades,,Michael Shou-Yung Shum,"Fantasy, Fiction, Literature, Suspense",Lightning Source Inc,2017
1595,Digital,OverDrive,EBOOK,2018,1,1,"Colonel Sandhurst to the Rescue: Poor Relation Series, Book 5",,M. C. Beaton,"Fiction, Romance",RosettaBooks,2014
1596,Digital,Freegal,SONG,2018,1,1,What Makes You Beautiful (Live),,The Piano Guys,,,
1600,Digital,OverDrive,EBOOK,2018,1,9,"The Face of a Stranger: William Monk Mystery Series, Book 1",,Anne Perry,"Fiction, Historical Fiction, Mystery","Random House, Inc.",2011
1602,Digital,OverDrive,AUDIOBOOK,2018,1,29,The Buried Giant: A Novel (unabridged) (Unabridged),,Kazuo Ishiguro,"Fantasy, Fiction, Historical Fiction, Literature",Books on Tape,2015
1603,Digital,OverDrive,EBOOK,2018,1,1,Peasants and Other Stories,,Anton Chekhov,"Fiction, Literature, Short Stories","Random House, Inc.",2015
1608,Digital,Freegal,SONG,2018,1,1,You Don't Love Me,,Kaleidoscope,,,
1609,Digital,OverDrive,EBOOK,2018,1,1,The Wild Truth,,Carine McCandless,"Biography & Autobiography, Family & Relationships, Nonfiction",HarperCollins Publishers Inc.,2014
1610,Digital,OverDrive,EBOOK,2018,1,2,"Copycat Killing: Magical Cats Mystery Series, Book 3",,Sofie Kelly,"Fiction, Mystery","Penguin Group (USA), Inc.",2013
1612,Digital,OverDrive,EBOOK,2018,1,1,Oneida: From Free Love Utopia to the Well-Set Table,,Ellen Wayland-Smith,"History, Nonfiction, Religion & Spirituality",Macmillan Publishers,2016
1614,Digital,OverDrive,EBOOK,2018,1,2,Post Office,,Charles Bukowski,"Classic Literature, Fiction",HarperCollins Publishers Inc.,2011
1615,Digital,OverDrive,EBOOK,2018,1,9,"Beyond the Messy Truth: How We Came Apart, How We Come Together",,Van Jones,"Essays, Nonfiction, Politics","Random House, Inc.",2017
1619,Digital,Hoopla,TELEVISION,2018,1,2,Get Sporty-er!,,,Children's,Viacom,
1620,Digital,OverDrive,EBOOK,2018,1,3,"Life from Scratch: A Memoir of Food, Family, and Forgiveness",,Sasha Martin,"Biography & Autobiography, Cooking & Food, Essays, Nonfiction","Random House, Inc.",2015
1621,Digital,OverDrive,EBOOK,2018,1,1,Scarred Souls--Raze & Reap,,Tillie Cole,"Fiction, Romance",Macmillan Publishers,2016
1623,Digital,OverDrive,EBOOK,2018,1,1,"The Mystery on Cobbett's Island: Trixie Belden Series, Book 13",,Kathryn Kenny,"Juvenile Fiction, Mystery","Random House, Inc.",2012
1624,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Beautiful Liar: Dark Desires Series, Book 1 (unabridged) (Unabridged)",,Zara Cox,"Erotic Literature, Fiction, Literature, Romance",Hachette Audio,2017
1625,Digital,OverDrive,EBOOK,2018,1,3,Undercover: A Novel,,Danielle Steel,"Fiction, Romance, Suspense","Random House, Inc.",2015
1629,Digital,OverDrive,EBOOK,2018,1,2,A Northern Light,,Jennifer Donnelly,"Historical Fiction, Young Adult Fiction",Houghton Mifflin Harcourt Trade and Reference,2014
1630,Digital,OverDrive,AUDIOBOOK,2018,1,7,The Dark Dark: Stories (unabridged) (Unabridged),,Samantha Hunt,"Fiction, Literature, Short Stories","Dreamscape Media, LLC",2017
1631,Digital,OverDrive,EBOOK,2018,1,1,Beach Plum Island,,Holly Robinson,"Fiction, Literature","Penguin Group (USA), Inc.",2014
1634,Digital,OverDrive,EBOOK,2018,1,3,"The Tapping Solution for Manifesting Your Greatest Self: 21 Days to Releasing Self-Doubt, Cultivating Inner Peace, and Creating a Life You Love",,Nick Ortner,"Nonfiction, Self-Improvement","Hay House, Inc.",2017
1636,Digital,OverDrive,AUDIOBOOK,2018,1,4,Not Quite a Genius (Unabridged),,Nate Dern,"Biography & Autobiography, Essays, Humor (Nonfiction), Nonfiction",Simon & Schuster - All Library,2017
1637,Digital,Hoopla,TELEVISION,2018,1,1,Never Surrender,,,"Documentary, History",A+E Networks,
1638,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Cruel Crown: Red Queen Series, Books 0.1 & 0.2 (unabridged) (Unabridged)",,Victoria Aveyard,Young Adult Fiction,HarperCollins Publishers Inc.,2016
1641,Digital,OverDrive,EBOOK,2018,1,6,The Siren,,Kiera Cass,"Fantasy, Folklore, Romance, Young Adult Fiction",HarperCollins Publishers Inc.,2016
1642,Digital,OverDrive,EBOOK,2018,1,1,"The City Series, Book 1",,Stella Gemmell,"Fantasy, Fiction, Historical Fiction","Penguin Group (USA), Inc.",2013
1646,Digital,OverDrive,EBOOK,2018,1,4,Almost Missed You: A Novel,,Jessica Strawser,"Fiction, Literature, Suspense, Thriller",Macmillan Publishers,2017
1647,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Treacherous Alliance: The Secret Dealings of Israel, Iran, and the United States (unabridged) (Unabridged)",,Trita Parsi,"Nonfiction, Politics",Yale University Press,2008
1649,Digital,OverDrive,EBOOK,2018,1,1,The Complete Executor's Guidebook,,Benjamin Berkley,"Finance, Law, Nonfiction",Sourcebooks,2008
1650,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Difference: How Anyone Can Prosper in Even The Toughest Times (unabridged) (Unabridged),,Jean Chatzky,"Business, Finance, Nonfiction",Books on Tape,2009
1651,Digital,OverDrive,EBOOK,2018,1,1,Knights and Castles: A Nonfiction Companion to Magic Tree House #2: the Knight at Dawn,,Mary Pope Osborne,"History, Juvenile Nonfiction","Random House, Inc.",2012
1652,Digital,OverDrive,EBOOK,2018,1,1,Lone Eagle,,Danielle Steel,"Fiction, Romance","Random House, Inc.",2013
1654,Digital,Freegal,SONG,2018,1,1,Goodnight Irene,,Frank Sinatra,,,
